CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14377,128.25396,0.818182,1105,0,1105,0,0.75,0,0.666667,0,0,14,2500,1224.344711,132.96663,0.636364,12
C14378,589.682566,0.909091,6398.73,6398.73,0,271.370767,0.583333,0.583333,0,0.083333,1,18,10500,7443.80581,183.239025,1,12
C14379,16.379412,0.454545,178.15,0,178.15,0,0.25,0,0.25,0,0,3,5000,229.376368,89.613822,0.181818,12
C14380,492.265287,1,424.5,0,424.5,0,0.25,0,0.25,0,0,3,4000,142.123847,292.596739,0,12
C14381,3458.708146,1,0,0,0,8886.28396,0,0,0,0.5,10,0,6000,6285.292115,752.177841,0.1,10
C14382,3285.196786,1,2830.48,1182.2,1648.28,1703.103212,1,0.083333,1,0.166667,3,37,8500,7224.787261,856.787065,0.166667,12
C14383,1733.972492,1,147.96,0,147.96,0,0.333333,0,0.333333,0,0,8,1900,525.331558,670.323657,0,12
C14384,577.30163,1,3702.79,2940.9,761.89,202.413978,1,1,1,0.166667,2,35,5000,4168.726662,183.73478,0.166667,12
C14385,19.548437,0.727273,266.56,84,182.56,0,0.666667,0.083333,0.583333,0,0,9,4500,395.242487,199.880942,0.857143,12
C14386,75.11232,1,0,0,0,293.856915,0,0,0,0.083333,1,0,7000,375.642608,96.03536,0,12
C14387,420.215198,1,1681.1,834.8,846.3,0,0.916667,0.5,0.833333,0,0,20,2400,758.24314,156.101823,0.181818,12
C14388,1396.800164,1,210.62,210.62,0,0,0.166667,0.166667,0,0,0,3,1500,703.616107,442.117237,0,12
C14389,31.944612,1,408.01,408.01,0,0,1,1,0,0,0,12,7500,1027.411988,175.422323,0.909091,12
C14390,5693.979714,1,1338.72,1338.72,0,0,1,1,0,0,0,13,9500,1753.988494,1290.972218,0,12
C14391,1983.111978,1,1119.56,1119.56,0,5582.881679,0.333333,0.333333,0,0.416667,9,13,7000,6892.546158,467.408433,0,12
C14392,490.157047,1,0,0,0,1289.130072,0,0,0,0.583333,13,0,1200,342.973205,183.96848,0,12
C14393,306.115129,0.454545,0,0,0,991.835378,0,0,0,0.083333,1,0,1200,2653.659381,155.681898,0.2,12
C14394,2001.407378,1,4793.35,1131.42,3661.93,0,1,0.083333,1,0,0,68,2700,647.406275,4623.542177,0,12
C14395,10.386311,0.818182,171.6,0,171.6,0,1,0,1,0,0,12,4000,168.370514,82.263245,0.454545,12
C14396,434.02839,0.636364,0,0,0,998.99144,0,0,0,0.166667,2,0,1800,159.573297,122.902765,0.083333,12
C14397,1084.218952,0.909091,0,0,0,1729.084515,0,0,0,0.083333,4,0,2000,2193.419369,366.406015,0.111111,12
C14398,79.345909,1,906.5,0,906.5,0,1,0,0.916667,0,0,12,6000,922.33766,180.755765,0.916667,12
C14399,2.872146,0.181818,37,37,0,0,0.083333,0.083333,0,0,0,1,3000,213.066673,82.249496,0,12
C14400,2004.816462,1,20747.34,13007.07,7740.27,0,1,1,1,0,0,95,10000,17005.40969,410.800069,1,12
C14401,2339.037958,1,1823.56,0,1823.56,435.165222,1,0,1,0.083333,2,20,1800,890.623152,16638.3541,0,12
C14402,4709.342642,1,1614.27,1193.06,421.21,588.059618,0.916667,0.916667,0.75,0.083333,1,56,7500,1276.0373,1207.45351,0,12
C14403,531.615661,1,3196.22,2098.97,1097.25,0,1,0.833333,0.916667,0,0,44,4000,3556.432004,289.062155,0.166667,12
C14404,1017.086549,1,0,0,0,1046.611295,0,0,0,0.166667,3,0,3500,2937.01018,309.461738,0.083333,12
C14405,2436.843864,1,2647.9,2495,152.9,0,0.833333,0.75,0.166667,0,0,17,9000,7657.885804,883.173758,0,12
C14406,1430.209699,1,1123.59,361,762.59,0,1,0.166667,1,0,0,41,5000,561.72022,438.620932,0,12
C14407,237.393795,1,1294.97,0,1294.97,307.201386,1,0,0.916667,0.25,3,16,2500,1098.051237,166.187653,0.166667,12
C14408,639.73038,1,951.05,785.05,166,0,0.5,0.5,0.083333,0,0,8,2600,693.302893,227.955037,0,12
C14409,674.119098,1,3146.25,449.1,2697.15,0,1,0.333333,1,0,0,93,4000,2602.065596,189.152731,0,12
C14410,1049.768556,1,171.65,55,116.65,0,0.416667,0.083333,0.333333,0,0,6,1200,256.698968,381.650944,0,12
C14411,876.839962,1,147.82,0,147.82,784.229265,0.25,0,0.25,0.083333,1,3,1000,337.812755,355.119488,0,12
C14412,31.870629,0.818182,192.92,139.7,53.22,0,0.166667,0.083333,0.083333,0,0,2,5500,834.627595,92.360868,0.090909,12
C14413,4931.203112,1,0,0,0,1387.850238,0,0,0,0.25,4,0,6500,1018.476355,1683.087205,0,12
C14414,5740.590335,1,8218.32,8218.32,0,0,0.75,0.75,0,0,0,17,12000,3318.260207,1338.187189,0,12
C14415,258.223705,1,2391.44,1203.18,1188.26,49.410478,1,0.666667,1,0.083333,1,32,5000,2536.830662,210.770458,0.333333,12
C14416,5686.466725,0.909091,177.35,177.35,0,0,0.090909,0.090909,0,0,0,1,8000,1775.784106,1724.337874,0,11
C14417,4988.093733,1,8581.29,4640.84,3940.45,225.473003,1,0.666667,1,0.083333,1,94,10500,1571.883,1133.733957,0,12
C14418,84.377933,1,270,0,270,0,1,0,0.916667,0,0,12,1200,308.698498,175.78115,0,12
C14419,1234.235139,1,594.95,509.95,85,8287.780882,0.333333,0.25,0.083333,0.416667,10,5,5000,9630.24637,368.290985,0.333333,12
C14421,931.866057,1,0,0,0,652.119509,0,0,0,0.25,3,0,3700,250.72198,252.620346,0,12
C14422,1281.936062,1,43,43,0,0,0.083333,0.083333,0,0,0,1,1500,298.266234,287.394907,0,12
C14423,1032.812458,1,995.07,806.07,189,555.033556,0.666667,0.166667,0.5,0.25,4,11,1400,363.992366,340.568669,0,12
C14424,529.415371,0.5,0,0,0,1409.048702,0,0,0,0.25,4,0,1500,1417.666972,59.169474,0.142857,8
C14425,132.73446,0.1,2190,2190,0,0,0.1,0.1,0,0,0,1,2500,2.389583,,0,10
C14426,5850.1729,1,393.87,0,393.87,0,0.25,0,0.25,0,0,8,6000,1536.774213,2668.340809,0,12
C14427,5.761614,0.181818,75,75,0,0,0.083333,0.083333,0,0,0,2,3400,289.742219,130.752133,0,12
C14428,34.017341,0.272727,494.6,494.6,0,0,0.083333,0.083333,0,0,0,1,4000,456.293143,19.131945,0,12
C14429,81.311082,0.727273,851.38,851.38,0,0,0.416667,0.416667,0,0,0,6,8500,964.675607,71.093469,0.25,12
C14430,152.758442,0.727273,276,81,195,0,0.25,0.083333,0.083333,0,0,3,1200,1316.604491,132.449236,0.142857,12
C14431,7659.19151,1,0,0,0,1971.469655,0,0,0,0.333333,7,0,8000,1897.854153,2710.882339,0,12
C14432,2947.426082,0.888889,2257.28,1179.8,1077.48,281.877943,0.444444,0.333333,0.222222,0.222222,2,19,8500,3612.992662,717.268682,0,9
C14433,1371.488874,1,0,0,0,3163.898453,0,0,0,0.333333,11,0,3500,338.654717,413.345954,0,12
C14434,57.937789,1,450,450,0,0,0.5,0.5,0,0,0,6,4000,395.680968,181.630966,0.25,12
C14435,3376.946886,1,0,0,0,9670.775878,0,0,0,0.4,6,0,9500,2194.131117,684.16893,0,10
C14436,5824.000984,1,1501.08,0,1501.08,4730.837305,0.25,0,0.166667,0.333333,6,5,8500,1647.245926,2330.665551,0,12
C14437,2286.673155,0.818182,0,0,0,2617.930904,0,0,0,0.083333,2,0,3000,602.563865,648.459886,0,12
C14439,2608.512452,1,64.2,64.2,0,0,0.083333,0.083333,0,0,0,1,3000,647.437157,957.631664,0,12
C14440,355.323994,0.636364,284.11,284.11,0,855.147084,0.166667,0.166667,0,0.166667,2,2,1500,1765.584677,265.343044,0.181818,12
C14441,907.680311,1,0,0,0,159.333467,0,0,0,0.083333,1,0,1200,1368.734996,229.658625,0,12
C14442,2493.134397,1,253,28,225,2622.759643,0.833333,0.083333,0.75,0.333333,8,11,2900,445.652564,1146.800921,0,12
C14443,231.90824,0.818182,711.8,497.8,214,0,0.666667,0.166667,0.416667,0,0,10,8500,2007.282363,146.809491,0.111111,12
C14444,88.13353,0.909091,1400,0,1400,0,0.833333,0,0.75,0,0,10,7500,1307.099065,138.949382,0.727273,12
C14445,1068.985549,1,0,0,0,54.67143,0,0,0,0.083333,1,0,1200,359.180202,319.230878,0,12
C14447,722.689568,1,6493.25,6454.25,39,0,1,1,0.083333,0,0,38,3200,5777.820302,221.688527,0.75,12
C14448,62.759232,0.545455,311.55,311.55,0,0,0.166667,0.166667,0,0,0,5,1200,525.904979,86.934441,0,12
C14449,852.001697,0.727273,372.36,0,372.36,1655.625508,0.416667,0,0.416667,0.166667,3,5,4000,347.937039,262.219868,0,12
C14450,473.599403,1,524.7,150.32,374.38,1168.556598,1,0.25,0.75,0.083333,1,15,1200,1772.643444,144.171824,0.25,12
C14451,567.055953,0.727273,0,0,0,3254.66653,0,0,0,0.416667,11,0,6000,4103.204766,162.659753,0.6,12
C14452,597.416499,1,175.4,0,175.4,1816.49181,0.416667,0,0.416667,0.166667,2,5,1200,2524.423875,201.610785,0.181818,12
C14453,3.005343,0.333333,0,0,0,265.334594,0,0,0,0.111111,1,0,1200,1233.178997,1.334075,0,9
C14455,2224.000236,1,2276.41,1787.77,488.64,628.841571,0.833333,0.5,0.666667,0.333333,6,39,4500,3755.786767,685.860574,0,12
C14456,83.564804,1,616,0,616,0,1,0,0.875,0,0,8,1000,526.820014,135.473963,0.833333,8
C14457,19.589561,0.545455,299.84,299.84,0,0,0.416667,0.416667,0,0,0,6,3000,577.023407,116.058011,0.8,12
C14458,1193.682005,1,445.18,445.18,0,0,1,1,0,0,0,11,1200,673.563611,775.381032,0,11
C14459,2701.880978,1,0,0,0,576.920984,0,0,0,0.166667,4,0,10000,654.1843,686.833751,0,12
C14460,8.820992,0.7,91.46,91.46,0,0,0.2,0.2,0,0,0,2,1500,77.334707,46.086964,0,10
C14461,566.383268,1,1454.16,1043.25,410.91,0,1,0.75,1,0,0,44,3000,1828.965302,208.822523,0,12
C14462,7369.794134,1,411.2,0,411.2,2943.158701,0.666667,0,0.583333,0.166667,5,8,8000,1753.647095,2670.980121,0,12
C14463,31.856254,0.545455,241,0,241,0,0.666667,0,0.666667,0,0,11,1200,401.109047,101.527469,0,12
C14464,63.615822,0.545455,970.57,970.57,0,0,0.5,0.5,0,0,0,7,7200,1113.617785,123.734011,0.75,12
C14465,1172.183909,1,1700,900,800,0,0.666667,0.083333,0.666667,0,0,10,8000,1271.291305,360.944075,0,12
C14466,374.405467,0.636364,1034.4,249,785.4,0,0.5,0.166667,0.416667,0,0,11,1200,1905.378315,174.443043,0,12
C14467,4.054657,0.727273,264.02,264.02,0,0,0.25,0.25,0,0,0,4,7000,274.692435,55.272081,0.111111,12
C14468,1739.13388,1,191.98,96,95.98,0,0.25,0.083333,0.25,0,0,4,2000,978.453301,634.093114,0,12
C14469,229.667169,1,0,0,0,985.337823,0,0,0,0.083333,1,0,3000,1120.65839,131.179377,0.1,12
C14470,5259.14039,0.888889,2659.35,813,1846.35,4851.392018,0.888889,0.222222,0.777778,0.333333,34,38,6000,2249.612405,4538.542583,0,9
C14471,1975.349966,1,1749.72,1300.48,449.24,3738.635191,0.75,0.333333,0.5,0.25,8,24,6000,6481.117394,734.982596,0.083333,12
C14472,4265.241202,1,1499.12,119.12,1380,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500,1844.394398,2439.534576,0,12
C14473,1488.113177,1,0,0,0,2599.489045,0,0,0,0.5,15,0,2500,2952.279108,549.725344,0,12
C14474,136.323936,1,289.9,0,289.9,0,0.333333,0,0.25,0,0,4,9500,714.619326,209.589155,0,12
C14475,69.795639,1,1293.04,67.86,1225.18,0,1,0.166667,1,0,0,20,7500,891.734089,92.437942,0.7,12
C14476,28.59068,1,367.44,0,367.44,0,0.916667,0,0.833333,0,0,13,5700,360.925707,151.126893,0.8,12
C14477,331.503219,1,332.74,0,332.74,0,0.545455,0,0.454545,0,0,10,2500,399.729843,173.571302,0,11
C14478,4282.043906,1,1974.04,1326,648.04,4310.515986,1,1,1,0.5,14,40,7000,1920.094402,1942.567564,0,12
C14479,2083.900081,1,0,0,0,1116.430456,0,0,0,0.166667,6,0,5500,465.698012,602.277885,0,12
C14480,0,0,232.2,0,232.2,0,1,0,1,0,0,12,1500,415.603589,,0,12
C14481,1052.799075,1,0,0,0,1523.162883,0,0,0,0.333333,8,0,1500,1696.073522,351.642621,0,12
C14482,2871.611936,1,2216.6,0,2216.6,1353.5452,0.833333,0,0.75,0.083333,1,34,3500,2268.296871,4010.894978,0,12
C14483,1096.994956,1,0,0,0,1148.512914,0,0,0,0.166667,4,0,2500,160.482027,404.435634,0,12
C14484,1087.574994,1,0,0,0,108.260087,0,0,0,0.083333,1,0,1200,317.447893,226.855527,0,12
C14485,3541.769505,1,0,0,0,2238.32876,0,0,0,0.416667,10,0,15500,899.712442,773.302151,0,12
C14486,339.566873,0.818182,2956.2,1398.57,1557.63,0,0.75,0.333333,0.666667,0,0,17,5500,2845.336693,181.388411,0.375,12
C14487,1992.650296,1,20,0,20,0,0.333333,0,0.333333,0,0,4,7500,2069.263442,539.15281,0,12
C14488,1451.584485,1,1216.58,561.9,654.68,0,0.666667,0.166667,0.666667,0,0,12,4000,603.722261,318.083871,0,12
C14489,1107.099917,1,473.64,0,473.64,956.509038,1,0,0.916667,0.083333,1,12,1200,501.511019,556.905288,0,12
C14490,9061.787692,1,0,0,0,5672.920976,0,0,0,0.5,13,0,14500,13893.86739,2529.713215,0.083333,12
C14492,54.738397,0.909091,1326.75,0,1326.75,0,1,0,1,0,0,30,1500,1132.512843,134.186632,0.818182,12
C14493,986.457953,1,1073.5,101.85,971.65,328.279184,1,0.166667,1,0.333333,9,46,4000,1009.068974,264.908262,0,12
C14494,3277.092999,1,3936.51,3249.14,687.37,517.562968,1,0.666667,0.916667,0.166667,2,57,10000,2183.769759,812.766517,0,12
C14495,1496.580949,1,0,0,0,183.230915,0,0,0,0.166667,3,0,1600,502.200633,1223.070301,0,12
C14496,30.350623,1,341.48,0,341.48,0,1,0,1,0,0,15,4000,381.231169,178.836103,0.916667,12
C14497,208.707195,0.545455,2351.58,2351.58,0,0,0.25,0.25,0,0,0,7,4500,3711.189548,162.638519,1,12
C14498,1639.513143,1,1225,651,574,0,1,0.583333,1,0,0,24,1900,1467.532097,1476.718269,0,12
C14499,10571.41107,1,7739.48,0,7739.48,0,1,0,1,0,0,44,8000,2688.447014,76406.20752,0,12
C14500,1236.018537,0.909091,0,0,0,2132.985725,0,0,0,0.25,3,0,3000,540.703321,359.715011,0,12
C14501,640.394092,1,2476.9,2324.38,152.52,0,1,1,0.916667,0,0,39,7000,2190.775297,298.614416,0.083333,12
C14502,339.956112,1,2199.65,815.15,1384.5,0,0.916667,0.083333,0.833333,0,0,13,6000,2577.703016,242.28511,0.2,12
C14503,506.470396,0.555556,0,0,0,6897.966615,0,0,0,0.222222,2,0,8500,7313.426958,183.18233,0.333333,9
C14504,42.075054,1,421.2,0,421.2,0,1,0,1,0,0,12,2000,410.786446,177.457989,1,12
C14505,5118.492838,1,3848.92,3247.26,601.66,8383.293085,0.916667,0.583333,0.666667,0.25,27,70,12000,1450.987082,1246.026053,0,12
C14506,2228.47847,1,979.11,197.05,782.06,809.443906,1,0.166667,1,0.166667,2,31,2900,1097.760409,1330.385356,0,12
C14507,2679.811246,1,0,0,0,154.629617,0,0,0,0.083333,1,0,3000,713.179379,1013.177624,0,12
C14508,37.427412,1,31.23,0,31.23,1896.550326,0.25,0,0.25,0.166667,2,3,2500,4045.49694,82.129945,0.2,12
C14509,64.491497,1,855.99,0,855.99,0,1,0,0.7,0,0,12,3000,816.582936,122.653219,1,10
C14510,2070.627593,1,2564.08,1165,1399.08,0,1,0.583333,1,0,0,57,8500,1363.695769,628.433833,0,12
C14511,1607.053725,1,451.9,335,116.9,0,0.25,0.083333,0.166667,0,0,6,2500,569.867313,482.831701,0,12
C14512,5088.216894,1,4381.86,2825.56,1556.3,951.294749,1,1,0.666667,0.083333,1,50,7000,2410.061408,1205.692287,0,12
C14513,937.086541,1,79,79,0,0,0.083333,0.083333,0,0,0,1,1500,357.720268,213.991077,0,12
C14514,48.926154,0.272727,305.79,305.79,0,0,0.090909,0.090909,0,0,0,1,3000,566.857973,41.54037,0,11
C14515,497.919885,1,1186.09,397,789.09,513.979897,0.916667,0.166667,0.833333,0.333333,8,30,500,1487.08197,769.568121,0,12
C14516,1862.566976,1,1847.57,841.59,1005.98,0,0.583333,0.25,0.5,0,0,35,3350,1652.359591,624.9314,0,12
C14517,1893.053845,1,746.31,487.27,259.04,1535.853619,0.666667,0.25,0.416667,0.416667,12,14,4200,3286.143282,735.695479,0,12
C14518,10.05473,0.454545,530,0,530,0,0.916667,0,0.916667,0,0,12,1000,538.553454,49.080612,0,12
C14519,7677.565407,1,1240.04,1240.04,0,3681.231518,0.75,0.75,0,0.333333,4,20,8000,2724.967965,2726.278972,0,12
C14520,1403.574083,1,1831.57,697.94,1133.63,1909.684135,1,0.583333,1,0.083333,1,61,8000,427.189102,325.34638,0,12
C14521,1425.175936,1,49.89,49.89,0,59.673576,0.2,0.2,0,0.3,3,2,1500,348.530192,330.552082,0,10
C14522,2019.768435,0.727273,326.64,326.64,0,0,0.166667,0.166667,0,0,0,2,3000,3434.224242,589.095389,0,12
C14523,1961.246269,1,0,0,0,233.246267,0,0,0,0.4,4,0,2000,422.017882,415.210454,0,10
C14524,0,0,18.77,0,18.77,0,0.083333,0,0.083333,0,0,1,5000,0,,0,12
C14525,1191.955492,1,0,0,0,275.762341,0,0,0,0.083333,1,0,1500,266.59382,276.874306,0,12
C14526,344.543487,1,2219.53,1432.86,786.67,0,1,0.916667,1,0,0,43,5700,2073.117846,183.251598,0.333333,12
C14527,1080.852036,1,0,0,0,48.919105,0,0,0,0.083333,1,0,1200,343.313124,254.04276,0,12
C14528,12.597034,0.181818,99,99,0,0,0.083333,0.083333,0,0,0,1,1500,96.255421,13.60646,0,12
C14529,5019.019126,1,1517.85,1517.85,0,185.169509,0.272727,0.272727,0,0.181818,2,6,6000,1157.021023,1085.111218,0,11
C14530,14.281926,0.875,245.85,0,245.85,0,0.875,0,0.75,0,0,16,1500,209.736381,65.920948,0.25,8
C14531,1381.27484,1,71.8,71.8,0,0,0.083333,0.083333,0,0,0,1,3500,304.742004,415.236204,0,12
C14532,229.461086,1,3669.72,3669.72,0,0,1,1,0,0,0,26,13000,3512.263933,217.919829,1,12
C14533,1307.177673,1,0,0,0,435.240217,0,0,0,0.25,3,0,3000,857.062706,375.080858,0,12
C14534,4408.242337,1,324.3,324.3,0,3965.922581,0.083333,0.083333,0,0.666667,16,2,7000,7975.31466,1302.96803,0.166667,12
C14535,785.429991,1,0,0,0,277.70324,0,0,0,0.083333,1,0,1200,327.423796,168.363818,0,12
C14536,1064.872909,0.363636,0,0,0,3358.172644,0,0,0,0.25,8,0,10500,20740.15941,671.319778,0.25,12
C14537,24.389998,0.181818,0,0,0,1369.366015,0,0,0,0.083333,1,0,3000,10893.77844,54.765004,1,12
C14538,2739.711796,1,847.66,765.8,81.86,1201.188255,1,1,0.583333,0.083333,1,20,7500,3273.326636,718.558976,0,12
C14539,4.908888,0.454545,133.16,0,133.16,0,0.333333,0,0.25,0,0,4,6500,210.448172,111.554771,0.5,12
C14540,1471.640654,1,285.69,285.69,0,463.813261,0.25,0.25,0,0.25,4,3,3000,389.787483,421.667803,0,12
C14541,1241.882057,1,94,94,0,234.639631,0.083333,0.083333,0,0.083333,1,1,1400,539.459472,456.550057,0,12
C14542,7496.171727,1,0,0,0,7107.137059,0,0,0,0.666667,22,0,10500,2933.325551,3178.835456,0,12
C14543,49.074293,0.818182,330.25,330.25,0,0,0.25,0.25,0,0,0,5,2500,509.309215,134.968858,0,12
C14544,1494.221853,1,356.62,308.26,48.36,0,0.333333,0.25,0.166667,0,0,6,1600,641.34086,663.87709,0,12
C14545,1317.547661,1,1987.76,1062.44,925.32,0,1,0.5,0.916667,0,0,36,6000,753.735014,306.442797,0,12
C14546,158.919439,1,0,0,0,787.758817,0,0,0,0.25,3,0,4400,554.846112,173.790575,0,12
C14547,1908.403984,1,657.05,0,657.05,0,1,0,1,0,0,17,2000,894.424776,915.822464,0,12
C14548,3632.344231,1,83.45,0,83.45,1136.000468,0.25,0,0.25,0.166667,2,3,7000,837.430224,1596.597441,0,12
C14549,9699.252383,1,0,0,0,10630.32102,0,0,0,0.833333,27,0,10000,13001.03715,3897.073997,0,12
C14550,66.066065,0.818182,995.62,402.79,592.83,0,1,1,0.666667,0,0,30,7500,767.241839,133.121651,0.5,12
C14551,700.100691,1,7244.98,2457.47,4787.51,0,1,0.833333,1,0,0,110,6200,6151.929937,197.28441,0.75,12
C14553,1215.047947,1,0,0,0,204.182088,0,0,0,0.166667,2,0,1500,315.553886,315.206825,0,12
C14554,148.180803,0.818182,1200,0,1200,0,0.5,0,0.416667,0,0,12,8000,1654.263363,129.321856,0.714286,12
C14555,508.598624,1,0,0,0,950.084436,0,0,0,0.083333,1,0,11500,974.764661,217.361776,0,12
C14556,480.596706,1,757.8,0,757.8,0,0.75,0,0.666667,0,0,18,8000,345.385827,166.714261,0,12
C14557,1869.125099,0.545455,158.2,158.2,0,1402.159983,0.083333,0.083333,0,0.083333,1,1,6500,6585.792428,559.387332,0.090909,12
C14558,1654.369427,1,736.24,480,256.24,0,1,0.166667,0.916667,0,0,20,7000,2267.012612,518.201767,0.083333,12
C14559,1537.935236,0.818182,68,68,0,0,0.083333,0.083333,0,0,0,1,3000,3845.144477,709.872779,0,12
C14560,2543.005761,1,1900.63,1900.63,0,0,0.75,0.75,0,0,0,29,4000,674.748921,786.205716,0,12
C14561,11206.78624,1,1257.77,540.65,717.12,8295.538786,0.909091,0.909091,0.636364,0.636364,21,25,15000,20873.22194,2522.629723,0.090909,11
C14562,308.769481,1,489.24,0,489.24,1010.553199,0.75,0,0.75,0.416667,9,11,1000,1660.010795,207.644586,0.166667,12
C14563,3014.625246,1,0,0,0,1143.763365,0,0,0,0.166667,2,0,6500,1023.016247,938.580888,0,12
C14564,1360.590356,1,2834.03,1972.22,861.81,0,1,0.5,1,0,0,54,6000,1333.71178,301.821505,0,12
C14565,62.440728,1,709.01,709.01,0,0,1,1,0,0,0,12,2000,716.721864,170.422207,0.916667,12
C14566,2024.263677,0.875,56,56,0,4086.268496,0.125,0.125,0,0.5,10,1,2500,375.558603,413.255193,0,8
C14567,2610.997575,0.818182,328.7,328.7,0,0,0.333333,0.333333,0,0,0,4,8000,4256.385553,935.303835,0,12
C14568,1592.354384,1,736.26,425.62,310.64,3120.093926,0.833333,0.166667,0.583333,0.416667,6,11,6000,3636.148663,336.850732,0,12
C14569,1689.238956,1,261.89,139.19,122.7,0,0.416667,0.083333,0.333333,0,0,7,1700,309.348573,1196.937133,0,12
C14570,203.499251,1,2115.76,530,1585.76,0,1,0.5,1,0,0,52,4000,1953.639143,172.233875,1,12
C14571,1791.85654,1,71.38,0,71.38,0,0.416667,0,0.416667,0,0,5,3000,547.424357,647.111708,0,12
C14572,5.626795,0.818182,374.4,0,374.4,0,1,0,1,0,0,12,1000,419.512265,2.891346,0.090909,12
C14573,2305.006202,1,0,0,0,370.248624,0,0,0,0.166667,2,0,2500,624.147899,699.416582,0,12
C14574,1138.014732,1,1170.48,1170.48,0,920.050071,0.416667,0.416667,0,0.25,4,5,4500,1078.964657,247.32444,0.083333,12
C14575,80.762254,0.636364,861.9,150,711.9,0,0.5,0.083333,0.416667,0,0,7,6000,1426.507994,147.707838,1,12
C14576,814.085729,0.818182,0,0,0,1087.144848,0,0,0,0.166667,2,0,3000,382.425723,292.838637,0,12
C14577,444.630038,1,0,0,0,145.557904,0,0,0,0.25,3,0,500,172.645901,231.115707,0,12
C14578,5402.993017,1,0.01,0.01,0,5942.11917,0.083333,0.083333,0,0.166667,5,1,12000,1071.665067,1998.26387,0,12
C14579,1237.510447,0.555556,0,0,0,2914.767437,0,0,0,0.111111,2,0,3000,578.821763,473.168189,0,9
C14580,289.512368,1,4185.94,898.14,3287.8,0,1,0.666667,1,0,0,90,6000,3836.06844,175.475265,0.909091,12
C14581,404.182321,1,3682.11,2473.8,1208.31,0,1,1,1,0,0,76,10000,3259.008834,218.502255,0.833333,12
C14582,1714.896284,1,2000,2000,0,0,0.111111,0.111111,0,0,0,1,2000,448.300443,348.836471,0,9
C14583,388.132417,1,0,0,0,689.70174,0,0,0,0.333333,7,0,1050,1601.295316,225.711121,0.083333,12
C14584,162.027905,0.818182,1045.84,1045.84,0,0,0.333333,0.333333,0,0,0,7,1850,530.125935,171.522214,0.125,12
C14585,1801.084627,0.833333,0,0,0,3189.613873,0,0,0,0.833333,11,0,10000,329.077571,216.751158,0,6
C14586,4976.028578,1,900.87,0,900.87,0,1,0,1,0,0,162,5500,92.865469,50260.75947,0,12
C14587,24.831137,0.636364,1909.13,30,1879.13,0,0.916667,0.083333,0.833333,0,0,12,2000,1831.935279,21.095616,0,12
C14588,3682.667737,1,2214.64,1250.3,964.34,0,1,0.666667,1,0,0,34,9000,1428.539668,930.608759,0,12
C14589,629.946336,1,1832.92,1832.92,0,0,0.5,0.5,0,0,0,14,6500,1425.425074,231.1444,0,12
C14590,568.060722,1,1799.03,1799.03,0,0,0.833333,0.833333,0,0,0,14,10000,1770.472642,215.536534,0,12
C14591,300.395286,1,394.95,277.95,117,0,0.916667,0.25,0.75,0,0,33,6000,339.702306,175.28579,0,12
C14592,898.253159,0.857143,165.5,165.5,0,1157.345416,0.285714,0.285714,0,0.142857,1,5,1200,375.839637,481.804214,0,7
C14593,919.799915,0.857143,320.01,69,251.01,1056.477112,0.857143,0.142857,0.714286,0.142857,3,7,1200,195.595593,673.698985,0,7
C14594,368.367166,1,1121.86,169.2,952.66,1172.195497,0.666667,0.083333,0.583333,0.333333,5,11,3500,3312.219079,195.611673,0.416667,12
C14595,25.950664,0.636364,231.25,0,231.25,0,0.666667,0,0.583333,0,0,14,4000,209.115604,94.901424,0.090909,12
C14596,1817.618232,1,623.19,0,623.19,408.434019,1,0,0.916667,0.083333,1,26,2800,719.914581,867.218309,0,12
C14597,24.569042,1,532.93,0,532.93,0,1,0,1,0,0,23,3000,686.935875,150.108154,0.8,12
C14598,5256.69533,1,188.6,188.6,0,1934.418697,0.083333,0.083333,0,0.333333,4,1,9000,1421.954639,1452.249653,0,12
C14599,117.706441,1,718.44,0,718.44,0,1,0,1,0,0,14,3000,885.366764,174.343817,0.333333,12
C14600,2707.058356,1,2018.13,1545.23,472.9,0,0.75,0.25,0.666667,0,0,26,7000,2575.541309,661.487315,0,12
C14601,4917.162359,1,0,0,0,3179.132724,0,0,0,0.25,7,0,5000,865.821715,1977.876309,0,12
C14602,272.717108,1,227.44,227.44,0,0,1,1,0,0,0,12,4500,316.388557,191.312297,0,12
C14603,4708.26338,1,0,0,0,1352.783037,0,0,0,0.166667,2,0,10000,1325.649779,1227.092304,0,12
C14604,82.029477,1,1126.32,580.44,545.88,0,1,1,1,0,0,49,9000,1136.224986,177.605867,0.5,12
C14606,9919.456275,1,740.75,0,740.75,2238.487012,1,0,1,0.166667,2,13,14000,3281.898514,2912.794724,0,12
C14607,3258.237364,1,921.12,521.14,399.98,0,0.75,0.5,0.5,0,0,14,6200,1323.776141,1011.025921,0,12
